seg_id,pci,pci_desc,maintenance_priority
SS-000684-PV1,96.64,Good,Routine
SS-000685-PV1,89.99,Good,Routine
SS-000686-PV1,78.96,Satisfactory,Routine
SS-000687-PV1,38.86,Very Poor,High
SS-000688-PV1,52.56,Poor,Medium
SS-000689-PV1,82.29,Satisfactory,Routine
SS-000690-PV1,64.09,Fair,Low
SS-000691-PV1,61.9,Fair,Low
SS-000692-PV1,93.63,Good,Routine
SS-000693-PV1,68.32,Fair,Low
SS-000694-PV1,78.11,Satisfactory,Routine
SS-000695-PV1,93.24,Good,Routine
SS-000696-PV1,85.61,Good,Routine
SS-000697-PV1,100.0,Good,Routine
SS-000698-PV1,96.82,Good,Routine
SS-000699-PV1,59.56,Fair,Low
SS-000700-PV1,45.3,Poor,Medium
SS-000701-PV1,52.89,Poor,Medium
SS-000702-PV1,93.2,Good,Routine
SS-000703-PV1,71.39,Satisfactory,Routine
SS-000704-PV1,36.82,Very Poor,High
SS-000705-PV1,35.2,Very Poor,High
SS-000706-PV1,77.72,Satisfactory,Routine
SS-000707-PV1,48.59,Poor,Medium
SS-000708-PV1,66.46,Fair,Low
SS-000709-PV1,60.52,Fair,Low
SS-000710-PV1,70.71,Satisfactory,Routine
SS-000711-PV1,69.89,Fair,Low
SS-000712-PV1,59.56,Fair,Low
SS-000713-PV1,30.46,Very Poor,High
SS-000714-PV1,73.71,Satisfactory,Routine
SS-000716-PV1,34.28,Very Poor,High
SS-000718-PV1,44.28,Poor,Medium
SS-000719-PV1,77.26,Satisfactory,Routine
SS-000720-PV1,78.47,Satisfactory,Routine
SS-000721-PV1,77.49,Satisfactory,Routine
SS-000722-PV1,11.08,Serious,Critical
SS-000726-PV1,53.01,Poor,Medium
SS-000727-PV1,35.58,Very Poor,High
SS-000728-PV1,63.4,Fair,Low
SS-000729-PV1,62.51,Fair,Low
SS-000730-PV1,51.79,Poor,Medium
SS-000731-PV1,50.97,Poor,Medium
SS-000732-PV1,52.16,Poor,Medium
SS-000733-PV1,58.66,Fair,Low
SS-000734-PV1,82.42,Satisfactory,Routine
SS-000735-PV1,94.7,Good,Routine
SS-000736-PV1,38.12,Very Poor,High
SS-000737-PV1,60.47,Fair,Low
SS-000738-PV1,73.28,Satisfactory,Routine
SS-000739-PV1,85.8,Good,Routine
SS-000740-PV1,74.83,Satisfactory,Routine
SS-000741-PV1,44.91,Poor,Medium
SS-000742-PV1,74.4,Satisfactory,Routine
SS-000743-PV1,73.11,Satisfactory,Routine
SS-000744-PV1,52.14,Poor,Medium
SS-000745-PV1,56.42,Fair,Low
SS-000746-PV1,78.82,Satisfactory,Routine
SS-000747-PV1,78.85,Satisfactory,Routine
SS-000748-PV1,78.82,Satisfactory,Routine
SS-000749-PV1,72.39,Satisfactory,Routine
SS-000750-PV1,79.76,Satisfactory,Routine
SS-000751-PV1,71.83,Satisfactory,Routine
SS-000753-PV1,74.13,Satisfactory,Routine
SS-000755-PV1,67.49,Fair,Low
SS-000756-PV1,65.63,Fair,Low
SS-000757-PV1,77.6,Satisfactory,Routine
SS-000758-PV1,73.6,Satisfactory,Routine
SS-000761-PV1,69.97,Fair,Low
SS-000762-PV1,76.95,Satisfactory,Routine
SS-000763-PV1,51.17,Poor,Medium
SS-000765-PV1,42.35,Poor,Medium
SS-000766-PV1,87.0,Good,Routine
SS-000767-PV1,94.8,Good,Routine
SS-000769-PV1,76.34,Satisfactory,Routine
SS-000773-PV1,25.26,Very Poor,High
SS-000774-PV1,50.83,Poor,Medium
SS-000775-PV1,60.79,Fair,Low
SS-000776-PV1,27.81,Very Poor,High
SS-000777-PV1,31.74,Very Poor,High
SS-000778-PV1,23.77,Serious,Critical
SS-000779-PV1,23.48,Serious,Critical
SS-000780-PV1,31.51,Very Poor,High
SS-000781-PV1,58.28,Fair,Low
SS-000782-PV1,54.92,Poor,Medium
SS-000783-PV1,74.3,Satisfactory,Routine
SS-000784-PV1,64.81,Fair,Low
SS-000785-PV1,46.4,Poor,Medium
SS-000786-PV1,84.48,Satisfactory,Routine
SS-000787-PV1,59.93,Fair,Low
SS-000788-PV1,55.14,Fair,Low
SS-000789-PV1,60.9,Fair,Low
SS-000790-PV1,65.61,Fair,Low
SS-000791-PV1,81.92,Satisfactory,Routine
SS-000792-PV1,29.69,Very Poor,High
SS-000793-PV1,87.65,Good,Routine
SS-000794-PV1,46.22,Poor,Medium
SS-000795-PV1,44.97,Poor,Medium
SS-000796-PV1,88.5,Good,Routine
SS-000797-PV1,95.8,Good,Routine
SS-000798-PV1,100.0,Good,Routine
SS-000799-PV1,100.0,Good,Routine
SS-000800-PV1,100.0,Good,Routine
SS-000801-PV1,91.6,Good,Routine
SS-000802-PV1,94.2,Good,Routine
SS-000803-PV1,98.4,Good,Routine
SS-000804-PV1,96.57,Good,Routine
SS-000805-PV1,95.4,Good,Routine
SS-000806-PV1,100.0,Good,Routine
SS-000807-PV1,67.43,Fair,Low
SS-000809-PV1,66.31,Fair,Low
SS-000810-PV1,83.2,Satisfactory,Routine
SS-000811-PV1,96.0,Good,Routine
SS-000812-PV1,89.0,Good,Routine
SS-000813-PV1,87.0,Good,Routine
SS-000814-PV1,89.8,Good,Routine
SS-000815-PV1,93.6,Good,Routine
SS-000816-PV1,100.0,Good,Routine
SS-000817-PV1,50.73,Poor,Medium
SS-000818-PV1,38.1,Very Poor,High
SS-000820-PV1,72.32,Satisfactory,Routine
SS-000821-PV1,94.0,Good,Routine
SS-000822-PV1,71.19,Satisfactory,Routine
SS-000823-PV1,78.64,Satisfactory,Routine
SS-000824-PV1,74.6,Satisfactory,Routine
SS-000826-PV1,26.02,Very Poor,High
SS-000827-PV1,26.94,Very Poor,High
SS-000828-PV1,46.53,Poor,Medium
SS-000829-PV1,100.0,Good,Routine
SS-000830-PV1,100.0,Good,Routine
SS-000831-PV1,35.79,Very Poor,High
SS-000832-PV1,33.71,Very Poor,High
SS-000833-PV1,79.76,Satisfactory,Routine
SS-000834-PV1,75.89,Satisfactory,Routine
SS-000835-PV1,65.91,Fair,Low
SS-000836-PV1,48.69,Poor,Medium
SS-000837-PV1,83.0,Satisfactory,Routine
SS-000838-PV1,48.72,Poor,Medium
SS-000839-PV1,84.55,Satisfactory,Routine
SS-000840-PV1,97.8,Good,Routine
SS-000841-PV1,83.32,Satisfactory,Routine
SS-000842-PV1,96.2,Good,Routine
SS-000848-PV1,23.4,Serious,Critical
SS-000850-PV1,22.8,Serious,Critical
SS-000851-PV1,67.5,Fair,Low
SS-000852-PV1,47.76,Poor,Medium
SS-000853-PV1,47.68,Poor,Medium
SS-000854-PV1,76.49,Satisfactory,Routine
SS-000855-PV1,77.23,Satisfactory,Routine
SS-000856-PV1,87.05,Good,Routine
SS-000858-PV1,48.4,Poor,Medium
SS-000859-PV1,19.29,Serious,Critical
SS-000861-PV1,21.68,Serious,Critical
SS-000862-PV1,86.64,Good,Routine
SS-000863-PV1,80.65,Satisfactory,Routine
SS-000864-PV1,77.94,Satisfactory,Routine
SS-000865-PV1,68.97,Fair,Low
SS-000866-PV1,63.55,Fair,Low
SS-000867-PV1,58.66,Fair,Low
SS-000868-PV1,88.4,Good,Routine
SS-000869-PV1,73.93,Satisfactory,Routine
SS-000870-PV1,75.66,Satisfactory,Routine
SS-000871-PV1,85.51,Good,Routine
SS-000872-PV1,73.74,Satisfactory,Routine
SS-000873-PV1,76.1,Satisfactory,Routine
SS-000874-PV1,51.93,Poor,Medium
SS-000876-PV1,87.6,Good,Routine
SS-000877-PV1,79.04,Satisfactory,Routine
SS-000878-PV1,26.45,Very Poor,High
SS-000879-PV1,70.28,Satisfactory,Routine
SS-000880-PV1,57.01,Fair,Low
SS-000881-PV1,47.13,Poor,Medium
SS-000882-PV1,64.18,Fair,Low
SS-000883-PV1,90.52,Good,Routine
SS-000884-PV1,78.92,Satisfactory,Routine
SS-000885-PV1,83.94,Satisfactory,Routine
SS-000886-PV1,61.29,Fair,Low
SS-000887-PV1,83.8,Satisfactory,Routine
SS-000888-PV1,85.32,Good,Routine
SS-000889-PV1,13.23,Serious,Critical
SS-000890-PV1,76.6,Satisfactory,Routine
SS-000891-PV1,74.82,Satisfactory,Routine
SS-000892-PV1,80.36,Satisfactory,Routine
SS-000893-PV1,74.98,Satisfactory,Routine
SS-000894-PV1,67.65,Fair,Low
SS-000895-PV1,79.45,Satisfactory,Routine
SS-000899-PV1,26.43,Very Poor,High
SS-000900-PV1,82.45,Satisfactory,Routine
SS-000901-PV1,80.01,Satisfactory,Routine
SS-000902-PV1,65.79,Fair,Low
SS-000903-PV1,84.8,Satisfactory,Routine
SS-000904-PV1,53.27,Poor,Medium
SS-000905-PV1,39.66,Very Poor,High
SS-000906-PV1,23.42,Serious,Critical
SS-000907-PV1,93.05,Good,Routine
SS-000908-PV1,100.0,Good,Routine
SS-000909-PV1,21.23,Serious,Critical
SS-000910-PV1,75.01,Satisfactory,Routine
SS-000911-PV1,71.53,Satisfactory,Routine
SS-000912-PV1,69.84,Fair,Low
SS-000913-PV1,73.79,Satisfactory,Routine
SS-000914-PV1,73.76,Satisfactory,Routine
SS-000915-PV1,78.22,Satisfactory,Routine
SS-000917-PV1,11.98,Serious,Critical
SS-000919-PV1,74.47,Satisfactory,Routine
SS-000920-PV1,81.14,Satisfactory,Routine
SS-000921-PV1,78.21,Satisfactory,Routine
SS-000922-PV1,80.92,Satisfactory,Routine
SS-000923-PV1,82.12,Satisfactory,Routine
SS-000924-PV1,82.64,Satisfactory,Routine
SS-000925-PV1,91.28,Good,Routine
SS-000926-PV1,73.89,Satisfactory,Routine
SS-000927-PV1,57.54,Fair,Low
SS-000928-PV1,24.49,Serious,Critical
SS-000929-PV1,49.94,Poor,Medium
SS-000930-PV1,65.1,Fair,Low
SS-000931-PV1,67.56,Fair,Low
SS-000932-PV1,87.7,Good,Routine
SS-000933-PV1,98.8,Good,Routine
SS-000934-PV1,81.88,Satisfactory,Routine
SS-000935-PV1,85.61,Good,Routine
SS-000936-PV1,85.6,Good,Routine
SS-000937-PV1,82.06,Satisfactory,Routine
SS-000938-PV1,88.4,Good,Routine
SS-000939-PV1,82.28,Satisfactory,Routine
SS-000940-PV1,84.81,Satisfactory,Routine
SS-000941-PV1,87.2,Good,Routine
SS-000942-PV1,78.04,Satisfactory,Routine
SS-000943-PV1,78.65,Satisfactory,Routine
SS-000944-PV1,100.0,Good,Routine
SS-000945-PV1,77.63,Satisfactory,Routine
SS-000946-PV1,75.61,Satisfactory,Routine
SS-000947-PV1,77.6,Satisfactory,Routine
SS-000948-PV1,76.72,Satisfactory,Routine
SS-000950-PV1,65.97,Fair,Low
SS-000951-PV1,90.4,Good,Routine
SS-000952-PV1,85.57,Good,Routine
SS-000953-PV1,43.78,Poor,Medium
SS-000954-PV1,80.84,Satisfactory,Routine
SS-000955-PV1,65.93,Fair,Low
SS-000956-PV1,79.44,Satisfactory,Routine
SS-000957-PV1,69.9,Fair,Low
SS-000958-PV1,30.52,Very Poor,High
SS-000959-PV1,39.14,Very Poor,High
SS-000963-PV1,79.84,Satisfactory,Routine
SS-000964-PV1,93.17,Good,Routine
SS-000965-PV1,14.29,Serious,Critical
SS-000967-PV1,79.82,Satisfactory,Routine
SS-000968-PV1,44.61,Poor,Medium
SS-000969-PV1,86.44,Good,Routine
SS-000970-PV1,90.75,Good,Routine
SS-000971-PV1,93.0,Good,Routine
SS-000972-PV1,61.21,Fair,Low
SS-000973-PV1,84.28,Satisfactory,Routine
SS-000975-PV1,79.9,Satisfactory,Routine
SS-000976-PV1,90.96,Good,Routine
SS-000978-PV1,56.8,Fair,Low
SS-000979-PV1,71.79,Satisfactory,Routine
SS-000980-PV1,74.86,Satisfactory,Routine
SS-000981-PV1,16.6,Serious,Critical
SS-000982-PV1,68.01,Fair,Low
SS-000986-PV1,79.48,Satisfactory,Routine
SS-000987-PV1,86.72,Good,Routine
SS-000988-PV1,88.2,Good,Routine
SS-000992-PV1,79.68,Satisfactory,Routine
SS-000993-PV1,46.02,Poor,Medium
SS-000994-PV1,60.07,Fair,Low
SS-000995-PV1,47.93,Poor,Medium
SS-000996-PV1,53.75,Poor,Medium
SS-000997-PV1,53.49,Poor,Medium
SS-000998-PV1,14.34,Serious,Critical
SS-000999-PV1,30.33,Very Poor,High
SS-001000-PV1,21.84,Serious,Critical
SS-001001-PV1,73.33,Satisfactory,Routine
SS-001002-PV1,77.81,Satisfactory,Routine
SS-001003-PV1,58.32,Fair,Low
SS-001005-PV1,66.86,Fair,Low
SS-001006-PV1,30.87,Very Poor,High
SS-001007-PV1,82.52,Satisfactory,Routine
SS-001008-PV1,67.72,Fair,Low
SS-001009-PV1,16.08,Serious,Critical
SS-001010-PV1,65.17,Fair,Low
SS-001011-PV1,69.22,Fair,Low
SS-001012-PV1,84.16,Satisfactory,Routine
SS-001013-PV1,81.8,Satisfactory,Routine
SS-001014-PV1,100.0,Good,Routine
SS-001015-PV1,63.57,Fair,Low
SS-001016-PV1,76.48,Satisfactory,Routine
SS-001017-PV1,52.87,Poor,Medium
SS-001018-PV1,74.48,Satisfactory,Routine
SS-001019-PV1,81.84,Satisfactory,Routine
SS-001020-PV1,91.7,Good,Routine
SS-001021-PV1,51.48,Poor,Medium
SS-001022-PV1,77.46,Satisfactory,Routine
SS-001023-PV1,72.21,Satisfactory,Routine
SS-001025-PV1,66.13,Fair,Low
SS-001026-PV1,72.43,Satisfactory,Routine
SS-001027-PV1,52.76,Poor,Medium
SS-001028-PV1,37.87,Very Poor,High
SS-001029-PV1,48.42,Poor,Medium
SS-001030-PV1,85.0,Good,Routine
SS-001031-PV1,100.0,Good,Routine
SS-001032-PV1,72.75,Satisfactory,Routine
SS-001033-PV1,43.55,Poor,Medium
SS-001034-PV1,63.39,Fair,Low
SS-001035-PV1,56.5,Fair,Low
SS-001036-PV1,61.53,Fair,Low
SS-001037-PV1,65.33,Fair,Low
SS-001038-PV1,83.91,Satisfactory,Routine
SS-001039-PV1,80.77,Satisfactory,Routine
SS-001041-PV1,29.75,Very Poor,High
SS-001043-PV1,79.7,Satisfactory,Routine
SS-001044-PV1,96.6,Good,Routine
SS-001046-PV1,100.0,Good,Routine
SS-001047-PV1,29.27,Very Poor,High
SS-001049-PV1,89.6,Good,Routine
SS-001050-PV1,91.38,Good,Routine
SS-001051-PV1,31.82,Very Poor,High
SS-001052-PV1,47.65,Poor,Medium
SS-001055-PV1,66.64,Fair,Low
SS-001056-PV1,28.73,Very Poor,High
SS-001057-PV1,42.25,Poor,Medium
SS-001058-PV1,100.0,Good,Routine
SS-001059-PV1,100.0,Good,Routine
SS-001060-PV1,61.45,Fair,Low
SS-001062-PV1,100.0,Good,Routine
SS-001063-PV1,100.0,Good,Routine
SS-001064-PV1,100.0,Good,Routine
SS-001065-PV1,100.0,Good,Routine
SS-001066-PV1,100.0,Good,Routine
SS-001067-PV1,86.88,Good,Routine
SS-001069-PV1,81.17,Satisfactory,Routine
SS-001070-PV1,19.62,Serious,Critical
SS-001071-PV1,68.44,Fair,Low
SS-001072-PV1,46.2,Poor,Medium
SS-001073-PV1,30.29,Very Poor,High
SS-001074-PV1,89.0,Good,Routine
SS-001075-PV1,84.4,Satisfactory,Routine
SS-001076-PV1,80.58,Satisfactory,Routine
SS-001077-PV1,69.4,Fair,Low
SS-001078-PV1,76.12,Satisfactory,Routine
SS-001079-PV1,100.0,Good,Routine
SS-001082-PV1,100.0,Good,Routine
SS-001083-PV1,100.0,Good,Routine
SS-001084-PV1,100.0,Good,Routine
SS-001085-PV1,93.33,Good,Routine
SS-001086-PV1,95.19,Good,Routine
SS-001087-PV1,97.19,Good,Routine
SS-001088-PV1,75.14,Satisfactory,Routine
SS-001090-PV1,61.78,Fair,Low
SS-001091-PV1,93.3,Good,Routine
SS-001092-PV1,78.18,Satisfactory,Routine
SS-001093-PV1,29.07,Very Poor,High
SS-001094-PV1,9.24,Failed,Critical
SS-001095-PV1,66.59,Fair,Low
SS-001096-PV1,86.76,Good,Routine
SS-001097-PV1,81.65,Satisfactory,Routine
SS-001098-PV1,100.0,Good,Routine
SS-001099-PV1,84.4,Satisfactory,Routine
SS-001100-PV1,57.74,Fair,Low
SS-001101-PV1,9.03,Failed,Critical
SS-001102-PV1,16.61,Serious,Critical
SS-001104-PV1,33.28,Very Poor,High
SS-001105-PV1,74.89,Satisfactory,Routine
SS-001106-PV1,71.11,Satisfactory,Routine
SS-001107-PV1,96.51,Good,Routine
SS-001108-PV1,80.54,Satisfactory,Routine
SS-001109-PV1,78.03,Satisfactory,Routine
SS-001110-PV1,75.03,Satisfactory,Routine
SS-001111-PV1,90.68,Good,Routine
SS-001112-PV1,90.2,Good,Routine
SS-001113-PV1,75.9,Satisfactory,Routine
SS-001114-PV1,79.25,Satisfactory,Routine
SS-001115-PV1,92.5,Good,Routine
SS-001116-PV1,94.2,Good,Routine
SS-001117-PV1,74.99,Satisfactory,Routine
SS-001118-PV1,92.0,Good,Routine
SS-001119-PV1,73.62,Satisfactory,Routine
SS-001121-PV1,68.73,Fair,Low
SS-001122-PV1,33.0,Very Poor,High
SS-001124-PV1,44.56,Poor,Medium
SS-001125-PV1,27.64,Very Poor,High
SS-001126-PV1,39.32,Very Poor,High
SS-001127-PV1,86.56,Good,Routine
SS-001128-PV1,100.0,Good,Routine
SS-001129-PV1,88.53,Good,Routine
SS-001130-PV1,33.51,Very Poor,High
SS-001131-PV1,38.14,Very Poor,High
SS-001132-PV1,65.4,Fair,Low
SS-001133-PV1,40.95,Poor,Medium
SS-001135-PV1,56.23,Fair,Low
SS-001136-PV1,54.73,Poor,Medium
SS-001137-PV1,73.08,Satisfactory,Routine
SS-001140-PV1,72.66,Satisfactory,Routine
SS-001141-PV1,28.43,Very Poor,High
SS-001142-PV1,90.84,Good,Routine
SS-001143-PV1,26.83,Very Poor,High
SS-001144-PV1,72.74,Satisfactory,Routine
SS-001145-PV1,84.45,Satisfactory,Routine
SS-001146-PV1,82.48,Satisfactory,Routine
SS-001147-PV1,87.14,Good,Routine
SS-001148-PV1,45.54,Poor,Medium
SS-001149-PV1,79.09,Satisfactory,Routine
SS-001150-PV1,45.15,Poor,Medium
SS-001151-PV1,25.13,Very Poor,High
SS-001152-PV1,85.04,Good,Routine
SS-001153-PV1,76.74,Satisfactory,Routine
SS-001154-PV1,24.63,Serious,Critical
SS-001155-PV1,100.0,Good,Routine
SS-001156-PV1,91.14,Good,Routine
SS-001157-PV1,82.29,Satisfactory,Routine
SS-001159-PV1,82.44,Satisfactory,Routine
SS-001160-PV1,66.35,Fair,Low
SS-001161-PV1,73.0,Satisfactory,Routine
SS-001163-PV1,43.74,Poor,Medium
SS-001164-PV1,100.0,Good,Routine
SS-001165-PV1,9.69,Failed,Critical
SS-001167-PV1,15.94,Serious,Critical
SS-001168-PV1,34.51,Very Poor,High
SS-001169-PV1,45.41,Poor,Medium
SS-001171-PV1,71.15,Satisfactory,Routine
SS-001172-PV1,16.43,Serious,Critical
SS-001173-PV1,78.8,Satisfactory,Routine
SS-001174-PV1,81.23,Satisfactory,Routine
SS-001175-PV1,80.9,Satisfactory,Routine
SS-001176-PV1,8.35,Failed,Critical
SS-001177-PV1,100.0,Good,Routine
SS-001178-PV1,20.11,Serious,Critical
SS-001179-PV1,80.57,Satisfactory,Routine
SS-001180-PV1,90.8,Good,Routine
SS-001181-PV1,97.8,Good,Routine
SS-001182-PV1,76.24,Satisfactory,Routine
SS-001183-PV1,90.1,Good,Routine
SS-001184-PV1,80.2,Satisfactory,Routine
SS-001185-PV1,50.24,Poor,Medium
SS-001186-PV1,50.24,Poor,Medium
SS-001187-PV1,49.65,Poor,Medium
SS-001188-PV1,85.52,Good,Routine
SS-001189-PV1,76.44,Satisfactory,Routine
SS-001190-PV1,25.14,Very Poor,High
SS-001191-PV1,75.16,Satisfactory,Routine
SS-001192-PV1,74.98,Satisfactory,Routine
SS-001193-PV1,92.4,Good,Routine
SS-001194-PV1,90.6,Good,Routine
SS-001196-PV1,85.4,Good,Routine
SS-001197-PV1,16.98,Serious,Critical
SS-001198-PV1,11.16,Serious,Critical
SS-001199-PV1,12.96,Serious,Critical
SS-001200-PV1,52.17,Poor,Medium
SS-001201-PV1,64.22,Fair,Low
SS-001202-PV1,62.34,Fair,Low
SS-001203-PV1,8.21,Failed,Critical
SS-001204-PV1,75.81,Satisfactory,Routine
SS-001205-PV1,81.46,Satisfactory,Routine
SS-001206-PV1,83.92,Satisfactory,Routine
SS-001207-PV1,78.42,Satisfactory,Routine
SS-001208-PV1,79.51,Satisfactory,Routine
SS-001209-PV1,74.53,Satisfactory,Routine
SS-001210-PV1,74.74,Satisfactory,Routine
SS-001211-PV1,79.16,Satisfactory,Routine
SS-001212-PV1,86.1,Good,Routine
SS-001213-PV1,87.56,Good,Routine
SS-001214-PV1,81.32,Satisfactory,Routine
SS-001215-PV1,84.12,Satisfactory,Routine
SS-001216-PV1,68.73,Fair,Low
SS-001217-PV1,30.45,Very Poor,High
SS-001218-PV1,96.6,Good,Routine
SS-001219-PV1,93.9,Good,Routine
SS-001220-PV1,27.41,Very Poor,High
SS-001221-PV1,14.6,Serious,Critical
SS-001222-PV1,84.04,Satisfactory,Routine
SS-001223-PV1,79.48,Satisfactory,Routine
SS-001224-PV1,98.4,Good,Routine
SS-001225-PV1,100.0,Good,Routine
SS-001226-PV1,91.6,Good,Routine
SS-001227-PV1,9.14,Failed,Critical
SS-001228-PV1,13.49,Serious,Critical
SS-001229-PV1,99.0,Good,Routine
SS-001230-PV1,91.13,Good,Routine
SS-001231-PV1,98.0,Good,Routine
SS-001232-PV1,79.04,Satisfactory,Routine
SS-001233-PV1,83.56,Satisfactory,Routine
SS-001234-PV1,25.57,Very Poor,High
SS-001235-PV1,71.26,Satisfactory,Routine
SS-001236-PV1,65.48,Fair,Low
SS-001237-PV1,55.96,Fair,Low
SS-001238-PV1,59.77,Fair,Low
SS-001239-PV1,60.83,Fair,Low
SS-001240-PV1,20.63,Serious,Critical
SS-001241-PV1,33.18,Very Poor,High
SS-001242-PV1,20.15,Serious,Critical
SS-001243-PV1,24.68,Serious,Critical
SS-001244-PV1,86.2,Good,Routine
SS-001245-PV1,39.05,Very Poor,High
SS-001246-PV1,84.62,Satisfactory,Routine
SS-001247-PV1,85.64,Good,Routine
SS-001248-PV1,81.0,Satisfactory,Routine
SS-001249-PV1,84.16,Satisfactory,Routine
SS-001250-PV1,97.4,Good,Routine
SS-001251-PV1,75.0,Satisfactory,Routine
SS-001252-PV1,21.55,Serious,Critical
SS-001253-PV1,23.71,Serious,Critical
SS-001254-PV1,29.26,Very Poor,High
SS-001255-PV1,19.54,Serious,Critical
SS-001256-PV1,88.6,Good,Routine
SS-001257-PV1,76.7,Satisfactory,Routine
SS-001258-PV1,13.6,Serious,Critical
SS-001259-PV1,86.3,Good,Routine
SS-001260-PV1,76.62,Satisfactory,Routine
SS-001261-PV1,85.2,Good,Routine
SS-001262-PV1,84.64,Satisfactory,Routine
SS-001263-PV1,83.8,Satisfactory,Routine
SS-001264-PV1,100.0,Good,Routine
SS-001265-PV1,76.72,Satisfactory,Routine
SS-001266-PV1,97.0,Good,Routine
SS-001267-PV1,67.14,Fair,Low
SS-001268-PV1,13.11,Serious,Critical
SS-001269-PV1,30.18,Very Poor,High
SS-001270-PV1,32.36,Very Poor,High
SS-001272-PV1,80.4,Satisfactory,Routine
SS-001273-PV1,77.8,Satisfactory,Routine
SS-001274-PV1,15.98,Serious,Critical
SS-001275-PV1,23.23,Serious,Critical
SS-001276-PV1,77.86,Satisfactory,Routine
SS-001277-PV1,59.79,Fair,Low
SS-001278-PV1,58.23,Fair,Low
SS-001279-PV1,55.8,Fair,Low
SS-001280-PV1,48.7,Poor,Medium
SS-001281-PV1,40.8,Poor,Medium
SS-001282-PV1,68.26,Fair,Low
SS-001283-PV1,95.0,Good,Routine
SS-001284-PV1,69.96,Fair,Low
SS-001285-PV1,66.72,Fair,Low
SS-001286-PV1,30.22,Very Poor,High
SS-001287-PV1,73.77,Satisfactory,Routine
SS-001288-PV1,83.54,Satisfactory,Routine
SS-001289-PV1,64.79,Fair,Low
SS-001290-PV1,100.0,Good,Routine
SS-001291-PV1,100.0,Good,Routine
SS-001292-PV1,52.05,Poor,Medium
SS-001293-PV1,30.84,Very Poor,High
SS-001296-PV1,63.88,Fair,Low
SS-001297-PV1,36.84,Very Poor,High
SS-001298-PV1,49.66,Poor,Medium
SS-001299-PV1,37.86,Very Poor,High
SS-001300-PV1,67.16,Fair,Low
SS-001301-PV1,63.5,Fair,Low
SS-001302-PV1,53.47,Poor,Medium
SS-001304-PV1,39.99,Very Poor,High
SS-001305-PV1,70.54,Satisfactory,Routine
SS-001306-PV1,20.73,Serious,Critical
SS-001308-PV1,15.85,Serious,Critical
SS-001309-PV1,91.96,Good,Routine
SS-001310-PV1,43.56,Poor,Medium
SS-001311-PV1,63.2,Fair,Low
SS-001313-PV1,45.97,Poor,Medium
SS-001314-PV1,45.59,Poor,Medium
SS-001315-PV1,54.84,Poor,Medium
SS-001318-PV1,65.44,Fair,Low
SS-001319-PV1,18.12,Serious,Critical
SS-001320-PV1,42.47,Poor,Medium
SS-001321-PV1,95.19,Good,Routine
SS-001322-PV1,48.0,Poor,Medium
SS-001323-PV1,44.25,Poor,Medium
SS-001324-PV1,100.0,Good,Routine
SS-001325-PV1,68.01,Fair,Low
SS-001326-PV1,95.71,Good,Routine
SS-001327-PV1,100.0,Good,Routine
SS-001328-PV1,97.6,Good,Routine
SS-001329-PV1,79.6,Satisfactory,Routine
SS-001330-PV1,98.0,Good,Routine
SS-001331-PV1,96.56,Good,Routine
SS-001332-PV1,97.9,Good,Routine
SS-001333-PV1,100.0,Good,Routine
SS-001334-PV1,83.96,Satisfactory,Routine
SS-001335-PV1,78.36,Satisfactory,Routine
SS-001336-PV1,52.63,Poor,Medium
SS-001337-PV1,61.21,Fair,Low
SS-001338-PV1,73.2,Satisfactory,Routine
SS-001339-PV1,61.01,Fair,Low
SS-001340-PV1,90.1,Good,Routine
SS-001341-PV1,83.5,Satisfactory,Routine
SS-001342-PV1,84.0,Satisfactory,Routine
SS-001343-PV1,28.39,Very Poor,High
SS-001344-PV1,20.04,Serious,Critical
SS-001345-PV1,15.2,Serious,Critical
SS-001346-PV1,3.93,Failed,Critical
SS-001347-PV1,94.18,Good,Routine
SS-001348-PV1,36.81,Very Poor,High
SS-001349-PV1,70.48,Satisfactory,Routine
SS-001350-PV1,13.97,Serious,Critical
SS-001351-PV1,91.3,Good,Routine
SS-001352-PV1,40.72,Poor,Medium
SS-001353-PV1,34.85,Very Poor,High
SS-001354-PV1,73.91,Satisfactory,Routine
SS-001356-PV1,37.5,Very Poor,High
SS-001357-PV1,36.06,Very Poor,High
SS-001358-PV1,35.68,Very Poor,High
SS-001359-PV1,82.53,Satisfactory,Routine
SS-001360-PV1,39.24,Very Poor,High
SS-001361-PV1,62.95,Fair,Low
SS-001363-PV1,26.65,Very Poor,High
SS-001365-PV1,75.0,Satisfactory,Routine
SS-001366-PV1,38.76,Very Poor,High
SS-001367-PV1,12.22,Serious,Critical
SS-001368-PV1,41.18,Poor,Medium
SS-001369-PV1,73.15,Satisfactory,Routine
SS-001370-PV1,70.59,Satisfactory,Routine
SS-001371-PV1,93.2,Good,Routine
SS-001372-PV1,58.31,Fair,Low
SS-001373-PV1,17.14,Serious,Critical
SS-001374-PV1,24.08,Serious,Critical
SS-001375-PV1,86.34,Good,Routine
SS-001376-PV1,46.01,Poor,Medium
SS-001377-PV1,67.99,Fair,Low
SS-001378-PV1,69.72,Fair,Low
SS-001379-PV1,64.13,Fair,Low
SS-001380-PV1,57.34,Fair,Low
SS-001381-PV1,75.94,Satisfactory,Routine
SS-001382-PV1,74.19,Satisfactory,Routine
